,from_id,from_name,message,created_time,type,link,id,likes_count,comments_count,shares_count
332,1147687038575670,Erica Logdat,"Exam. Siksikan sa room. Pasok si instructor with another prof.

NV

prof: oh yung isa lumipat dito sa harap. dalhin ang upuan.

tayo si boy classmate, bibitbitin na si chair ng biglang narinig...

prof: oh ikaw, pogi. dito ka.
boy classmate: (upo sabay turo sa katabing boy din) uy pogi daw. ikaw na pumunta.

ubos kaba ko sa exam kakatawa..XD",2013-01-28T07:35:08+0000,status,NA,326350678368_10151307268693369,41,0,0
342,10153590270473000,Christian D. Rillera,:p,2013-01-28T05:52:01+0000,photo,https://www.facebook.com/317218568316511/photos/a.344554242249610.78727.317218568316511/495769797128053/?type=3,326350678368_10151307142443369,80,6,0
351,875636112535564,<U+30D1><U+30B9><U+30AB><U+30B7><U+30E7> <U+30DE><U+30EB><U+30B9><U+30C8><U+30F3>,"Pinost ko ata ito gamit yung dati kong FB account, pero since wala na yung account na yun nawala na rin yung post, di ko alam kung may nagpost na iba, pero share ko na lang ulit.

May kinuwento sa akin dati yung kaibigan ko nung minsang pumunta siya sa CR (sa Bio Pav ata yun). Ayun umiihi na siya, tapos bigla siyang napatingin sa wall sa harapan niya. Ang nakasulat eh:

""HAWAK MO ANG PAG-ASA NG BAYAN""",2013-01-28T07:14:03+0000,status,NA,326350678368_10151307246358369,27,0,0
361,1280082638673800,Andrew Guinto,"org tambayan (nung engg pa ako). hindi ko narinig personally, passed on to me yung kwento...

Guy: Gusto kita...
Girl: Anong oras na?

Disclaimer: not sure kung ano yung exact words as this memory is 10 years old but you guys get the gist XD",2013-01-27T12:56:56+0000,status,NA,326350678368_10151305694348369,119,13,0
37,10204835959693200,Kriselle Hipolito,NA,2013-01-28T05:44:35+0000,status,NA,326350678368_10151307135538369,41,6,0
38,10207545651656700,Sarah Jane Alemania,"first time mag-post. emergerd. napilit eh XD
straight from my status:

i remember sa DFA nung friday

NV
checker: saan ka nag-aaral?
me: UP Diliman po
checker: aahhh. alam mo ba kung saan ung Chocolate Hills?
me: uhh, (processing. processing.) sa Bohol?
checker: HAHA. hindi, ung sa may Bahay ng Alumni.
me: aahh. (still confused saan may chocolate hills dun)

after DFA, kwento kay friendlaloo
friendlaloo: baka Chocolate Kiss teh. LOL

oh sh*t. :l ung totoo? ansabe ng pandinig ko. asdfghjkl
PS. taga-UP din si kuyang checker. Communication Research. :)",2013-01-27T13:55:59+0000,status,NA,326350678368_10151305769438369,104,15,0
39,1134705769881630,Daboy Tan,"1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20.........

-ganyan ako magbilang tuwing February.",2013-01-27T11:36:21+0000,status,NA,326350678368_10151305585208369,452,39,0
40,10204470765969300,Arianne Mae Luna Magistrado,"Sa isang math17 class..

Guy: Will you marry me?
Girl: Ah, nice!",2013-01-27T12:47:03+0000,status,NA,326350678368_10151305681278369,89,17,0
412,10208549487833100,Gillianne Alyana Paz,"UPLB, January 26, 2013
ChE 172 (Intro to Biochemical Engineering) first exam..

Yung problem solving namin may given na chemical reaction, pero yung ibang reactants and products hindi given yung chemical formula (sucrose, glycerol), at yun ang kailangan mo sa mga required (molecular weight para sa pagsosolve ng yield and coefficients).

Hindi naman namin yun nalaman beforehand kaya konti lang sa amin ang medyo nadalian nung una. Dahil being chemical engineering students, wala kami masyadong pakialam sa mga chemical formula sa mga lower subjects namin, basta alam namin dapat ang reactants/products ng isang chemical reaction.

After mga more than one hour nagtanong si sir:
Sir: Sino pa ang nalilito sa chemical formula ng sucrose at glycerol?

more than half pa ng klase ang nagtaas ng kamay, at kasama ako dun.. XD

Sir: Sige, clue, ang glycerol ay 3-carbon hydroxyalcohol.

Biglang nagtanong si classmate,

Classmate: Sir, yung 3-carbon po ba ay tatlong carbon?
Lahat kami: O.o na may LOL

Sir: *insert awkward look here* I'm speechless..

XD",2013-01-27T12:48:16+0000,status,NA,326350678368_10151305683293369,105,16,0
421,10206104699556800,Christian James Nazareth,"Congrats to the qualifiers for the UPCM interview! :) ang mga susunod na doktor ng bayan! if you have any questions or concerns, don't hesitate to contact me https://www.facebook.com/photo.php?fbid=416215211794048&set=a.103340039748235.7416.103070519775187&type=1&ref=nf",2013-01-28T02:58:10+0000,photo,https://www.facebook.com/musigmaphi/photos/a.103340039748235.7416.103070519775187/416215211794048/?type=3,326350678368_10151306897238369,15,3,0
432,808120165984914,Ce Ce,"Eto po ay isang halimbawa lamang ng mga uri ng pulis na naatasang magbantay sa atin sa UPLB. Napadaan ako, ngayon-ngayon lang, sa isang kumpulang pwede nating tawaging PULIS AND FRIENDS, bale dalawang pulis at mga mukhang-goons po yung friends. 

UNA, nakauniporme po silang dalawa.
PANGALAWA, gamit nila yung police car.

DI KO PO TININGNAN mga mukha nila, pero lagi silang dumadaan sa lugar na iyon, at tumatambay, at minsan na nila akong binati ng isang creepy na, ""hi miss"" habang ako'y naglalakad at sila'y nasa Patrol car. napaka-friendly naman nila, pero sarcastic yun, parang yung mga traysikel drayber at tambay lang, noh? Kung ikaw ay isang taong nakakarelate, hindi ko na kailangang mag-assume, alam mo na kung anung ibig kong sabihin. Sa iba, para sa mga troll, eh di anlang ako mag-aassume. 
So kanina, habang naglalakad ako at nakakumpul sila, nakita nila ako at biglang nagsimulang magsalita ng malakas yung isang pulis,

PULIS: YUNG MGA ASAWA PARANG SARDINAS LANG YAN, KUNG WALA NANG IBANG ULAM, PWEDE NALANG UWIAN. PERO YUNG MGA CHIX, PARANG LECHON BABOY YAN, KAHIT DI MO NA TIGILAN SA [kakalapa??]... 

So, manong pulis, bakit ka ganyan, naka-uniform and all? marami kapang sinabi pero sa pag-iinit ng dugo ko puro keyword nalang na CHIX yung nadidinig ko.

So ayun, minsan din sila pa yung magdamag na nagvivideoke sa paligid habang natutulog ang mga estudyante sa iilang kalapit na mga dorm...",2013-01-26T11:00:48+0000,status,NA,326350678368_10151303640163369,140,34,0
442,976536405761922,Nicole Cassandra,"ang corny namin hahaha....ganto na ba epekto ng UP samin?? joke. d yan kasalanan ng UP...hahaha

isang Friday morning, nagreready na ako for bio lab namin. 7 ang class ko, so ang aga kong gumising...nagkape ako at sana magtitinapay. meron ako nung gardenia na parang hotdog bun na may palaman sa loob. so nung tignan ko sya,nadisappoint ako kasi may amag na sya. edi hindi nalang ako kumain. nung papunta na ako ng lab room namin, nag gm ako. nilagay ko:

(part lang): may rhizopus stolonifer na yung bread ko. d ko na makakain. ohh well.

taspos, maya maya ay may nagreply....si mr bio student nanaman. si Jay nagreply...

after a couple of responses....yung isa nyang txt ganto: penge naman nyan....

at ako naman: O.o what??? hinihingi mo ba yung rhizopus stolonifer ng bread ko??? yung totoo..hahaha kakainin mo??

natawa nalang sya. at kinontinue ang pagttxt namin...

tapos, last friday naman (january 18), nagkatxt nanaman kami. 

ang topic, yung laging magkasama ang BS bio and BS HE...as in...lagi silang pinagsasama hahaha. 

nag gm ulit ako. mga 6 palang paalis na ako ng dorm. 

friend: aga nating umalis ahh...
ako: d naman. haha.aalamin ko pa lab room ko
friend: wow. bio lab for breakfast...apreho tayu!!
ako: hahaha for breakfast talaga ehhh...

""bio for breakfast daw...so healthy...full of LIFE""

yung totoo nalang. hahaha. bio...life...hayy., ang corny talaga ehh. tulad nung iba nyang joke. pero natatawa talaga ako ehh. d ko alam kung bakit hahaha XDDD",2013-01-26T12:40:20+0000,status,NA,326350678368_10151303761103369,19,35,0
451,1280082638673800,Andrew Guinto,"Isang kaibigan sa isa pang kaibigan (setting org tambayan)...

F1: Nag bubba tea ka ba?
F2: Hindi pa.

Kami: Hagalpak sa kakatawa.

(Disclaimer: Green joke ito, kung di nyo na gets ibig sabihin di pa ganun nacorrupt ang inosente nyong kamalayan)",2013-01-24T17:07:18+0000,status,NA,326350678368_10151300769698369,392,105,0
462,10201484075021600,Jona Glorianne Gavilan,"usapang mag-sis..

NV

habang nanonood ng The fifth element, biglang nagtanong si sis..

sis: saang galaxy nga ba tayo?
me: isipin mo...andromeda? (sabay ngiti)
sis: hindi kaya!! 
me: sige, clue.. pangalan ng chocolate!
sis: (naliwanagan) ah oo nga pala... 

(confident na confident) 

.
.
.

BIG BANG!

me: (- _ -)",2013-01-27T16:42:02+0000,status,NA,326350678368_10151306016793369,137,7,0
472,1296222617061600,De Castro Hans Daniel,"Kanina lang sa PSY1 class 2:30-4:00, UPLB:
(non-verbatim)

Ma'am: Kung pipili ka ng isang sensory organ na matitira sa katawan mo, ano ang pipiliin mo? At kung pipili ka rin ng isang organ na tatanggalin sayo, alin ang ilelet go mo? Then explain.

Nagtawag na si ma'am ng mga gusto sumagot...

T: Pipiliin ko po na itira, NOSE Kasi naniniwala po ako na ""Scent is the soul of a being."" At ang tatanggalin po EARS kasi gullible po ako.

Class: (Tawanan kasi ang lalim) Hahaha :D

H: Ang pipiliin ko po ng matira, EYES. ""To see is to believe."" At ang matatanggal po, NOSE para immune na ko sa mga bagay na mabaho.

Class: (Tawanan) Hahaha :D

Ma'am: Okay, so...

H: Ma'am! Meron pa po. (Turo sa friend ko)

Ma'am: Oh, vino-volunteer ka ni Hans.

C: Gusto ko po itira, yung KINESTHETIC ORGANS. Para nakakagalaw ako. At yung aalisin po, EYES. Kasi po naniniwala ako na ""Love is blind"".

Class: (Syempre, tawanan ulit) Hahaha :D

Ayun, enjoy yung klase kanina. Kaya diretso agad ako dito sa comp. shop para mai-share ko to. Hahaha :D Sorry kung mahaba. :p

Ito na pala yung edited version. Hahaha :D Thanks Chia Ambas, Rhoda Laguting for the correction. Hahaha Sayang tuloy nung 7 likes kanina :p",2013-01-23T09:18:32+0000,status,NA,326350678368_10151298731253369,394,15,0
482,976536405761922,Nicole Cassandra,"ngayon...as iin ryt now. so 2 pm na at hndi pa ako kumakain...napapaisip tuloy ako....everyday, basta may kasabay ako maglunch...ang tanong saan tayo kakain???

at ang laging sagot: either....KAHIT SAAN...or EWAN KO....

#UPLBQuestions

so nagugutom na ako...saan ako kakain? :)",2013-01-26T06:06:00+0000,status,NA,326350678368_10151303291903369,54,23,0
492,10201531104034700,Eufemio Agbayani III,"Ako lang ba ito, o etong eksena ni FPJ ay ginawa sa may 2nd floor ng AS, sa tabi ng Wilfredo Ma. Guerrero Theater?",2013-01-27T13:54:37+0000,photo,https://www.facebook.com/anyarenews/photos/a.147661152045389.44484.145170852294419/202284139916423/?type=3,326350678368_10151305767848369,34,0,0
501,10206167954214200,Keziah Jael C. Aguirre,Ang kewl ng jeep ni Kuya na byaheng UPLB-Crossing. May wi-fi. Hihi,2013-01-23T09:29:20+0000,photo,https://www.facebook.com/photo.php?fbid=4369303267167&set=gm.10151298740693369&type=3,326350678368_10151298740693369,415,48,0
512,1161899620488800,Maria Luz Alleje Famulagan,"medyo bangag mode yung roommate ko
ito ang nanyari

roommate: anong noun ng assuming?

me: hah? (di masyadong na process yung tanong, dahil may ginagawa rin)

roommate: noun for assuming tulad nung expecting na expectation. ano, ""Assumation"" ba?

me: *O_o at tumawa*

roommate: *serious face* 

me: ASSUMPTION kaya yun...hahah

----------------------------------------------------------------------
makapaglagay lang ng ""-TION""eh wagas....hahahha
sorry roommate",2013-01-27T13:15:13+0000,status,NA,326350678368_10151305720463369,37,0,0
521,1157005810985010,Maribeth Caras,"UP Diliman
Share ko lang ang isang nakakatuwang eksena sa pagitan namin ng dati kong prof at dating mga ka-university. Di ko akalaing sa ganitong paraan ko sila makakausap at makikitang muli.

Kasama ako sa mga nagaasikaso ng anniversary highlight ng PhilHealth. Kelangan namin ng endorsers para ipromote ang PhilHealth Run 2013: Nationwide Run for Mother and Child Protection . So naisip ko, baka pwede ang Champions natin, ang UP Pep Squad. Swerte ko at pumayag si Coach sa aming request. Nang kelangan nang magphotoshoot, nagpaalam ako sa Director ng UP Theater kung saan sila nagtretraining para dun na ren kami magshoot. Swerte ko na naman at prof ko si Ma'am. Ayun, di ako nahirapan sa pagkuha ng approval sa pagkuha ng permit na magshoot dun, nakausap ko uli si Prof at nameet ko pa ang ilan sa mga myembro ng UP Pep! Triple Win! Parang Championship lang ng UP Pep! HAHAHA! 

Go UP Pep! Go UP! It's never too early to give back, mga iskolar ng bayan! Sana suportahan natin ang proyekto ng PhilHealth upang makamtan ang Kalusugang Pangkalahatan! =D

Maraming salamat, UP Pep Squad! =)",2013-01-27T12:52:05+0000,photo,https://www.facebook.com/photo.php?fbid=545116295507302&set=gm.10151305687908369&type=3,326350678368_10151305687908369,33,0,0
561,922966171152212,Mark Reblora,"sa darating na Feb Fair.. ay for sure laganap na naman ang inuman ng mga alak..

share ko lang from chem40.0 lecture..

ang sabi ng prof. ko ay kapag nainom ng alak ay dapat ang chaser ay tubig.
bakit?
para walang hungover kinabukasan
dahil for sure wee wee ka ng wee, kaya malamang lamang ay madedehydrate ka..
kaya sasakit ang ulo mo at may hungover ka pa. 

at eto pa.. sa mga ayaw magka hungover ay..
uminom sa umpisa ng alak na may pinakamababang alcohol content tapos pataas ng pataas.. at ang pangpahulas ay uminom ulet ng alak na may pinakamababang alcohol content.. oh di ba.. why not..!!!

kaya inom lang ng inom ng tubig at magdala pa ng extra na tubig para pangbuhos sa mga trapal at tarpaulin na amoy mapanghe.. alam mo yan..

paki correct na lang po kung may violent reaction.. hehehehehe :D

thank you. bow.",2013-01-25T17:05:14+0000,status,NA,326350678368_10151302286143369,79,14,0
572,10201458058969900,Jay-Rness Ceria,"UPLB
Ako habang naglalakad sa CAS Annex 2 papasok ng PHLO 1.
Ate 1:Tapos mo na paper mo?
Ate 2: Hindi pa nga eh. 10 pm na nga ako kagabi natulog eh.
Ako: (sa isip ko) So hardcore!",2013-01-24T09:20:05+0000,status,NA,326350678368_10151300190633369,1173,82,0
581,10205523930530200,Bea Santillan,"One Sunday afternoon, nasa bus kami ng friend kong si Mark Salas pabalik ng LB, may sumakay na kuya na nagtitinda ng mani (KNM).

KNM: Bili na po kayo, sampung piso lang, para may pang-DotA 'ko.

At least, honest sya.",2013-01-27T07:53:09+0000,status,NA,326350678368_10151305300268369,82,0,0
591,1278546815495650,Charlotte Jarmonilla,"Just want to share this work by our fellow Iskolar, Ate Danielle Lenaiet Dolar, UP-Visayas. :)

",2013-01-27T07:40:11+0000,link,http://opinion.inquirer.net/45641/why-literature,326350678368_10151305283118369,45,1,4
602,10201187184799100,Vino Lucero,"Narinig niyo na ba ang latest happenings regarding gender movement in UP?
Kung di pa, basahin na lang. :)))
Read and share. <3",2013-01-27T06:32:59+0000,photo,https://www.facebook.com/UpSpectrum/photos/a.332825120128384.74695.319857418091821/410803258997236/?type=3,326350678368_10151305197398369,6,0,0
611,10153628874591700,Alyanna Marie Carrion,Overheard how one day of helping can make a big difference!,2013-01-27T06:21:40+0000,photo,https://www.facebook.com/80kph/photos/a.493453497372232.129640.493088690742046/493900627327519/?type=3,326350678368_10151305181233369,12,0,0
642,10206028461570200,Carla Bayonas,"Meanwhile in the GANDINGAN AWARDS 2013
 
Nung acceptance speech ni Cesar Apolinario at Susan Enriquez....

Susan: Mangga ka ba?
Cesar: Hahaha prang ayoko ng sagutin yan,pero sige Bakit?
Susan: Kasi mukha kang KALABAW! 

- HAHAHAHAHAHA! BURN! Saya ng Gandingan. :> Nuod
ulit next year.",2013-01-26T14:17:44+0000,status,NA,326350678368_10151303888913369,351,10,0
671,10205764421417500,Joseph Bercisc V. Barredo,"Yung feeling na inaasar ka ng mga kakilala mo from other universities dahil taga UP ka pa man din pero may mga singko ka (jusme, hanggang ngayon issue pa rin sa kanila yung buhay ko nung first sem 2012-2013) , and I was like 

""Hello, e kung bobo ako, ano ka pa? Ni ndi ka nga naka-pasa ng UPCAT eh.""

Kung alam lang nila na UPCAT ang pinakamadaling exam ng UP, baka todo bagsak sa lupa sila. Sarap sapatusin.",2013-01-25T17:08:41+0000,status,NA,326350678368_10151302290443369,201,26,0
681,10204941360408500,Jonell Gregorio,"Kakalipat ko lang ng journ.
Classmate: May org ka na ba? Sali ka samin.
Me: Meron na e. TIWALAG sa Maskom.
(Karaka-rakang nagbigay ng meaning sa acronym)
Me: Tanging Institusyon ng mga Walang Atubiling Lumipat At Grumaduate sa Maskom.

Narinig ng isa sa mga prof.

Prof:Gusto ko yan. Ako na Adviser nyo.",2013-01-25T23:51:59+0000,status,NA,326350678368_10151302863063369,191,3,0
702,986962284716219,Jan Keith Certeza Darunday,"Kung may share button ang Overheard, for sure, tadtad na ng overheard posts ang timeline niyo. :)
ADMIT IT.",2013-01-26T06:08:10+0000,status,NA,326350678368_10151303293213369,75,6,0
722,1141442105879920,TJ Buscaino,"UPB Philo1 Exam

""You may talk to your God or to the spirits of your ancestors, but not to your classmates. Relax. Have faith that what you reviewed will let you pass the test with flying colors. Do not develop the habbit of checking whether your seatmate's answer is correct because he can do that himself.
Remember, one who cheats himself alone. Since UP students never cheat, it is actually an insult to include this reminder, so accept my apologies.""
""If you find the exam hard, never look down in desperation; look up instead for inspiration but never look at your sides for any information.""

-Sir Nhardz",2013-01-26T13:54:29+0000,status,NA,326350678368_10151303862933369,290,15,0
75,1171488216204460,Micky Undag,"So, ito 'yung unang post ko sa overheard, ito ang ""Kwentong Central"" :)

Ako ay isang freshie pa sa College of Music, so nag simula ng may nagustohan akong ka batch ko sa music din. Nagustohan ko siya dahil siya ay simple lamang at maganda at mabait pa! :D at dahil medyo ma-PR ako so friends kami agad, at sama-sama minsan pag kakain ng canton at ng lunch. So, dumating ang time na nalaman ko na kapag umuuwi siya, sa central siya dumadaan kasi dun siya sumasakay. At yun nagkaroon ng time na wala na akong klase at nakita ko siyang pauwi na, yun, hinabol ko naman at sinurprise ko siya ng bigla akong pumasok sa payong niya. Tehehehe. At yun, gentlemanly acts, ako yung nagdala ng payong. So, yun yung 1st time na naihatid ko siya sa Central. :) (end of chapter one. LOOOOL)

So, comes a more sadder part. Una nun, naging mas madalas na ang paghatid ko sa kanya sa central na as-in inaabangan ko na ang pag uwi niya, may time pa nga dahil nag ppractice sila ng orchestra na ginagabi siya at siya na ang tumawag sa akin at nagpahatid sa central. At yun, nag assume naman ang musikero. Then days come by na napapadalas nga diba, at yun! tada! na ewan ko bigla nalang naging awkward ata ang mood sa aming dalawa sa loob ng music. :( so dumating sa isip ko na friendzoned ata ako, no, awkwardzoned, mas masakit pa. At dumating ang time na nag decide ako na gumawa ng cover story, kasi magaling akong gumawa ng stories, so nag GM ako, pero di na ito yung completong message pero it's something like this ""Haaay, It's not nice being nice anymore, kung i a-assume lng naman ng iba na ang pagiging nice natin ay may bahid ng ibang purpose."" something like that. Theeeen kinabukasan agad, balik na agad ang dating pagpapansinan namin, hindi na awkward! Hahahah! Ang galing ko naman! So yun, di na ako gaano nag papapansin, distance, friendly distance nlng. At yun. :( Pero ok lng. Actually hinatid ko na naman siya last week lng, sabi ko, diba matagal-tagal na kitang hindi naihahatid at sabi ko 1st time to this year diba? At yun, napangiti siya. :)

aahh, oo ako yung nagdadala ng kanyang violin kapag hinahatid ko siya. hehe. :)

to music majors na nag o-overheard. please, please, be quiet. salamat! hehehe! :))
PS. sorry sa panget na tagalog ako'y isang bisaya. hihi.",2013-01-26T05:49:43+0000,status,NA,326350678368_10151303268133369,88,40,0
76,819576958170078,Bianca Juan,"Spanish 10-11, 1st sem 2012

May klasmeyt akong German. Curious ako sa kanya, gustong gusto ko s'ya maging friend. Sa class madalas tanong-sagot lang pag kinakausap ko s'ya (ang hirap makipagchikahan sa Ingles). 'Pag lipas ng mga 2 weeks di pa din kami gaano nagpapansinan.

Bumili ako ng baraha, nag-aral ako ng card trick, nagpraktis ako ng English ko, pumasok ako ng maaga.

Ako: Hey, wanna see a card trick? Haha.
G:  *smiles* 
A: Pick a card. Take a good look at it and put it back in the deck.
G: *follows instruction*
A: How many times do you want me to cut the deck?
G: *says number*
A: *while cutting the deck* Now what I'm going to do is locate your card with a card of my choosing. How about we make a bet? B]
G: What kind of bet?
A: If my card does find your card, you'd have to greet me good morning, saying my     name each time, everyday for the whole week. 
G: And if it doesn't?
A: If it doesn't, I'd give you my autograph. Haha
G: Haha. 
A:It's a deal then. Now I want you to focus and think of your card.
G: Why?

'Di ako prepared sa question na 'yon. Kaya ito lang nasabi 'ko.

""UMMM...S..SO I CAN TRANSFER YOUR THINKING TO THE CARD."" -_-

Kainis.

Sa huli, nakuha ko yung card. Mula 'non naggu-good morning at goodbye s'ya, minsan nakikipagbiruan. :)) 'Di s'ya lugi. Binigyan ko pa din s'ya ng isang joker nung deck na may autograph ko. :))))))))))))",2013-01-26T06:15:32+0000,status,NA,326350678368_10151303303098369,182,25,0
772,10205932554341500,John Marty Mateo,"Kwento ng Friend ko na nagMS Energy Engineering. Medyo sabaw siya dahil sa work and nagpuyat siya for his report.

Sa Class nya sa isang EgyE subject, Prof niya si Manegdeg (terror sa Eng'g).
After reporting nag announce siya ng grades ng students based sa performance sa reporting.

Prof: Student A, B 100%, Student C and D 90%, THE REST 80%
My FRIEND: Sir bakit 80 lang ako?
CLASSMATES: (awkward silence)

HAHAHA",2013-01-25T11:38:25+0000,status,NA,326350678368_10151301912743369,71,12,0
781,10208495526522700,Rick Freewind,"Yung feeling na punong-puno yung pitaka mo... ng McDonald coupons... ><

---UPLB",2013-01-25T16:15:37+0000,status,NA,326350678368_10151302228573369,418,21,0
792,981328435248017,Hillary Lee Aguada,"Hi guys...
Alam kong weird to pero, research requirement din sa amin ito:
Hihingi din po sana ako ng tulong

Isang College Student, (Either UB UC or SLU student) Single father, and a prostitute. Yun po ang kailangan po ng group namin. Taga dito sa Baguio City

Thank you so much!
For Comm. 100 po namin ito.",2013-01-22T09:41:58+0000,status,NA,326350678368_10151297084013369,21,62,0
801,10204247623030100,Minette Caryl Maza,"Isang nakakahiyang pangyayari. This happened one saturday morning... This january lang. Every week kasi ako umuuwi sa Nueva Ecija since my job ako doon. Pero for that saturday, kelangan kong umuwi ng mas maaga dahil wala yung teacher ng morning classes kaya mag-sub ako. 

So ang naging setting ko for that day eh gumising ako ng mga 5 am at umalis ng bahay ng 6am (in-aasume ko kasi ng 1 hour yung transpo. time pati na ung paghihintay sa bus) So the usual, sakay ng tricycle then bus papuntang cubao, then sakay ng baliwag bus. Dahil late na ako nakatulog super antok ako nung time na naghihintay pa lang sa bus, so I decided to have a nap first. Naramdaman ko na nakaalis na ang aming bus, pero tuloy pa din ang pagtulog ko. Pagising ko, eto na, nasa cubao pa naman kami, pero medyo nagpanic ako dahil ang nasa isip ko nung oras na un eh hindi pa ako bumababa ng bus pa-cubao at lumagpas na ako. So ang ginawa ko kinuha ko ang aking bag at tumayo, nagulat ung katabi ko at medyo nilihis ung legs niya para makaraan ako, nung lalakad na sana ako, nakita ko ang shocked face ni kuyang konduktor, biglang nag-flashback sa akin in a second na nakababa na ako at nakasakay na sa baliwag bus, dahil din sa ayos ng bus. Hindi ko na naintindihan sinabi ni kuyang konduktor. AKO, upo, lagay ng jacket at earphones, at tulog ulit. Deadma lang, parang walang nangyari =D

Sana naintindihan niyo ang first post ko haha... Lesson: matulog ng maaga kung bibiyahe ng kinabukasan ng maaga =D",2013-01-26T14:07:27+0000,status,NA,326350678368_10151303877363369,14,0,0
811,1323458537669790,Josef Alec Geradila,"UPB. Math 11
Simplifying fractions. 

example to ni sir, habang sinasagutan namin yung example, natawa nalang kami nung matapos namin.",2013-01-25T07:26:08+0000,photo,https://www.facebook.com/photo.php?fbid=585635341452112&set=gm.10151301666878369&type=3,326350678368_10151301666878369,437,15,0
822,10204774451475900,Wren Gee,"UPV
Chem lab time namin nun.Nagtatitrate kmi.Lumabas ako sandali tapos bumili nang hotdog sandwich and bottled water.naubos ko na yong sandwich b4 ako pumasok ng laboratory.pero yong bottled water dinala ko sa loob at inilagay ko sa lab table.nung nauhaw ako,syempre kinuha ko yong bottled watr at ininom.pero bigla akong nasuka coz maalat yong tubig.'yon pala,ang gnamit naming pang titrate na chemical ang nainom ko.naitabi ko pla yon sa nilagyan ng grupo namin ng chemical.nilagay din kc namin sa water bottle yong pang titrate eh.so biglang inom me ng maraming tubig.then bili ng milk at ininom.tapos sugod kay prof.kinakabahan ako habang sinabi sa kanya ang nangyari.ang nasa isip ko,baka ma poison ako..at m sure pagagalitan ako ni prof.pero habang kinukwento ko sa kanya,tawa sya nang tawa at sinabi nya lang na ok lng.hindi naman toxic yong nainom ko.tapos he asked me if uminom na ako ng milk.yan kc sinabi na na wag kumain sa laboratory!",2013-01-26T12:41:28+0000,status,NA,326350678368_10151303762083369,22,0,0
832,10207145067403700,King Kurl Seroje,"Para malaman ng lahat (Buburahin ito pagkatapos ng 24 oras).
Rason kung bakit bumabagal ang net sa buong Diliman ngayon. A message from our Internet Service Provider:

Dear PREGINET partners,

We are getting attacks on our network which is the primary reason that
the network is slow these past few days.  We are currently working
with our uplinks to block the source. We apologize for the
inconvenience that this is causing.",2013-01-23T12:50:48+0000,status,NA,326350678368_10151298913998369,15,4,0
842,1001997906537090,Gerald Reymari Cagayan,"Yes friday na naman at tapos din ang hell week pero may nag-aabang na namang HELL WEEK!
So, siguro, Epekto ng maraming pinoproblema sa acads.

Kani-kanina lang nangyari ito. Sa may Robinson na malapit sa UPLB mga quarter to seven ng gabi.
Dahil sa malapit na ang photoshoot namin, napapunta akong Rob para tumingin sana ng susuutin na damit. 

Syempre pasok sa ENTRANCE with inspection of bag pa, ""oh sige, go lang manong guard"" sa isip ko

Pumuntang akong Bench, RRJ, Sa department store. (Tarush) 
Habang tumitingin, sa isip ko, ""Exam sa ganito, exam sa ganyan, may exercise pa, tapos LRP"" o.O 

After kong maghanap, napag-isipan kong umuwi na so labas na sa EXIT!
Nakalabas na ako mga five steps away and then, Napaisip na naman ako, ""Kukunin ko kaya yung damit na nakita ko?"" 
So, pumasok ako ulit ng mall pero sa EXIT. 

*nv
Manong guard: Hoy, bat jan ka pumasok? (buti nlng hindi ganun kalakas)
Ako: o.O (I realized, EXIT nga pala to, anong gagawin ko? Lalabas nlng ba ako? O Lalabas akong ENTRANCE para mapanindigan ko na?)
: ay sorry po

Lumabas nlng ako tapos pumasok nlng ulet sa ENTRANCE, para magmukha namang papasok ako..

Manong guard: (inspection ulet) Papasok-pasok sa Exit, andito ang Entrance.
Ako: -_-",2013-01-25T17:19:54+0000,status,NA,326350678368_10151302302938369,38,2,0
852,10205954216080300,Arianne Gamboa,"Dahil ang boardmate ko ay atat nang maligo at gusto ng music, ayun! Nilagay sa plastic ang cellphone. :DD",2013-01-22T23:16:17+0000,photo,https://www.facebook.com/photo.php?fbid=4197151972829&set=gm.10151298064488369&type=3,326350678368_10151298064488369,481,30,0
872,1234057693275560,Kristine Posedio,"nakita namin to sa may baker grounds. ano masasabi mo???
pasensya na kung malabo.. :)",2013-01-26T06:20:10+0000,photo,https://www.facebook.com/photo.php?fbid=576139899067346&set=gm.10151303312368369&type=3,326350678368_10151303312368369,32,5,0
881,10153969097258000,Jadd Dealino,"UP Law

(While discussing the legal principle in accession that the accessory follows the principal; ako 'yung on deck para mag-recite)

Professor: So tell me, in marriage, what is the accessory: the man or the woman? Ayusin mo ah.
Me: The man.
Prof.: Very good!",2013-01-25T13:07:01+0000,status,NA,326350678368_10151302007178369,118,1,0
891,1309004509113620,Cj Acosta,"Well, okay. =))))",2013-01-24T06:08:47+0000,photo,https://www.facebook.com/photo.php?fbid=584337908246957&set=gm.10151300054463369&type=3,326350678368_10151300054463369,258,49,0
